On time(sec),Flight time(sec),Orientation X,Orientation Y,Orientation Z,Acceleration X,Acceleration Y,Acceleration Z,TVC X,TVC Y,Setpoint X,Setpoint Y, CC state,Temp(C),Altitude(m),Pyro 1,Pyro 2,Pyro 3,Pyro 4,Abort state,Battery voltage,System state
304.54,14.62,-47.8,-67.67,26.93,-6.23,7.54,0.09,5,5,0,0,2,15.79,-1.64,0,0,0,0,0,11.87,5
304.56,14.65,-47.8,-67.67,26.94,-6.25,7.53,0.12,5,5,0,0,2,15.79,-1.3,0,0,0,0,0,11.79,5
304.59,14.67,-47.8,-67.67,26.93,-6.23,7.62,0.11,5,5,0,0,2,15.79,-1.3,0,0,0,0,0,11.87,5
304.62,14.7,-47.8,-67.67,26.93,-6.27,7.62,0.11,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.87,5
304.64,14.73,-47.8,-67.67,26.93,-6.22,7.52,0.11,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.65,5
304.67,14.75,-47.8,-67.68,26.93,-6.24,7.56,0.13,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.72,5
304.69,14.78,-47.8,-67.68,26.93,-6.25,7.6,0.1,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.68,5
304.72,14.8,-47.8,-67.68,26.93,-6.23,7.52,0.11,5,5,0,0,2,15.79,-1.3,0,0,0,0,0,11.72,5
304.74,14.83,-47.8,-67.68,26.94,-6.23,7.52,0.1,5,5,0,0,2,15.79,-1.3,0,0,0,0,0,11.72,5
304.77,14.85,-47.8,-67.68,26.94,-6.21,7.6,0.11,5,5,0,0,2,15.78,-1.47,0,0,0,0,0,11.58,5
304.8,14.88,-47.8,-67.68,26.94,-6.23,7.61,0.11,5,5,0,0,2,15.78,-1.47,0,0,0,0,0,11.87,5
304.82,14.91,-47.8,-67.68,26.94,-6.23,7.51,0.11,5,5,0,0,2,15.78,-1.47,0,0,0,0,0,11.76,5
304.85,14.93,-47.8,-67.68,26.94,-6.22,7.58,0.13,5,5,0,0,2,15.78,-1.47,0,0,0,0,0,11.68,5
304.88,14.96,-47.8,-67.68,26.95,-6.22,7.63,0.11,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.76,5
304.9,14.99,-47.8,-67.68,26.95,-6.26,7.62,0.12,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.79,5
304.93,15.01,-47.8,-67.68,26.95,-6.24,7.55,0.13,5,5,0,0,2,15.78,-1.14,0,0,0,0,0,11.83,5
304.95,15.04,-47.8,-67.68,26.95,-6.22,7.59,0.09,5,5,0,0,2,15.78,-1.14,0,0,0,0,0,11.5,5
304.98,15.06,-47.8,-67.69,26.95,-6.23,7.56,0.12,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.54,5
305.01,15.09,-47.79,-67.69,26.95,-6.23,7.53,0.12,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.9,5
305.03,15.12,-47.79,-67.69,26.96,-6.23,7.61,0.1,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.94,5
305.06,15.14,-47.79,-67.7,26.96,-6.27,7.61,0.12,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.9,5
305.08,15.17,-47.79,-67.7,26.96,-6.24,7.59,0.11,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.98,5
305.11,15.19,-47.79,-67.7,26.96,-6.2,7.55,0.12,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.76,5
305.13,15.22,-47.8,-67.7,26.96,-6.24,7.61,0.1,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.79,5
305.16,15.24,-47.8,-67.71,26.96,-6.23,7.53,0.11,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.83,5
305.18,15.27,-47.8,-67.71,26.96,-6.22,7.53,0.11,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.79,5
305.21,15.29,-47.79,-67.71,26.96,-6.24,7.6,0.12,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.76,5
305.24,15.32,-47.79,-67.71,26.96,-6.26,7.62,0.11,5,5,0,0,2,15.78,-1.39,0,0,0,0,0,11.61,5
305.26,15.35,-47.79,-67.71,26.96,-6.25,7.59,0.1,5,5,0,0,2,15.78,-1.39,0,0,0,0,0,11.79,5
305.29,15.37,-47.79,-67.71,26.97,-6.21,7.57,0.1,5,5,0,0,2,15.79,-1.64,0,0,0,0,0,11.76,5
305.31,15.4,-47.79,-67.72,26.97,-6.24,7.59,0.12,5,5,0,0,2,15.79,-1.64,0,0,0,0,0,11.76,5
305.34,15.42,-47.79,-67.72,26.97,-6.21,7.55,0.11,5,5,0,0,2,15.79,-2.23,0,0,0,0,0,11.72,5
305.36,15.45,-47.79,-67.73,26.97,-6.25,7.53,0.12,5,5,0,0,2,15.79,-2.23,0,0,0,0,0,11.79,5
305.39,15.48,-47.79,-67.73,26.97,-6.24,7.61,0.12,5,5,0,0,2,15.79,-1.9,0,0,0,0,0,11.65,5
305.42,15.5,-47.78,-67.73,26.97,-6.24,7.57,0.09,5,5,0,0,2,15.79,-1.9,0,0,0,0,0,11.65,5
305.44,15.53,-47.78,-67.72,26.97,-6.23,7.56,0.1,5,5,0,0,2,15.79,-2.06,0,0,0,0,0,11.65,5
305.47,15.55,-47.78,-67.72,26.98,-6.27,7.59,0.12,5,5,0,0,2,15.79,-2.06,0,0,0,0,0,11.72,5
305.49,15.58,-47.78,-67.72,26.98,-6.23,7.62,0.12,5,5,0,0,2,15.79,-1.64,0,0,0,0,0,11.83,5
305.52,15.6,-47.78,-67.72,26.98,-6.25,7.55,0.1,5,5,0,0,2,15.79,-1.64,0,0,0,0,0,11.87,5
305.55,15.63,-47.78,-67.72,26.98,-6.22,7.55,0.1,5,5,0,0,2,15.78,-2.15,0,0,0,0,0,11.98,5
305.57,15.65,-47.78,-67.72,26.98,-6.26,7.63,0.12,5,5,0,0,2,15.78,-2.15,0,0,0,0,0,11.76,5
305.6,15.68,-47.78,-67.72,26.98,-6.25,7.56,0.12,5,5,0,0,2,15.79,-1.98,0,0,0,0,0,11.79,5
305.62,15.71,-47.79,-67.72,26.98,-6.24,7.52,0.11,5,5,0,0,2,15.79,-1.98,0,0,0,0,0,11.79,5
305.65,15.74,-47.79,-67.71,26.98,-6.25,7.6,0.12,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.72,5
305.68,15.76,-47.78,-67.71,26.99,-6.22,7.61,0.12,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.9,5
305.7,15.79,-47.78,-67.72,26.99,-6.22,7.56,0.09,5,5,0,0,2,15.78,-1.22,0,0,0,0,0,11.83,5
305.73,15.81,-47.79,-67.72,26.99,-6.24,7.56,0.12,5,5,0,0,2,15.78,-1.22,0,0,0,0,0,11.79,5
305.75,15.84,-47.79,-67.71,26.99,-6.22,7.6,0.1,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.65,5
305.78,15.86,-47.79,-67.72,27,-6.24,7.55,0.11,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.61,5
305.8,15.89,-47.79,-67.72,27,-6.24,7.52,0.11,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.76,5
305.83,15.91,-47.79,-67.72,27,-6.24,7.6,0.12,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.68,5
305.85,15.94,-47.78,-67.73,27,-6.25,7.6,0.13,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.65,5
305.88,15.96,-47.78,-67.72,27,-6.23,7.55,0.11,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.68,5
305.9,15.99,-47.78,-67.72,27,-6.24,7.58,0.12,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.68,5
305.93,16.02,-47.78,-67.72,27,-6.25,7.59,0.11,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.94,5
305.96,16.04,-47.78,-67.72,27,-6.23,7.56,0.12,5,5,0,0,2,15.79,-1.9,0,0,0,0,0,11.87,5
305.98,16.07,-47.78,-67.72,27,-6.26,7.62,0.1,5,5,0,0,2,15.79,-1.9,0,0,0,0,0,11.79,5
306.01,16.09,-47.78,-67.72,27,-6.23,7.62,0.11,5,5,0,0,2,15.79,-1.98,0,0,0,0,0,11.76,5
306.03,16.12,-47.78,-67.72,27,-6.25,7.57,0.12,5,5,0,0,2,15.79,-1.98,0,0,0,0,0,11.72,5
306.06,16.15,-47.78,-67.72,27,-6.23,7.57,0.11,5,5,0,0,2,15.78,-1.39,0,0,0,0,0,11.87,5
306.09,16.17,-47.78,-67.72,27,-6.23,7.58,0.1,5,5,0,0,2,15.78,-1.39,0,0,0,0,0,11.72,5
306.11,16.2,-47.78,-67.72,27,-6.24,7.58,0.1,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.76,5
306.14,16.22,-47.78,-67.72,27,-6.22,7.53,0.12,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.72,5
306.16,16.25,-47.78,-67.72,27,-6.23,7.63,0.12,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.72,5
306.19,16.27,-47.78,-67.72,27,-6.25,7.59,0.12,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.76,5
306.21,16.3,-47.78,-67.72,27.01,-6.26,7.57,0.11,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.68,5
306.24,16.32,-47.78,-67.72,27,-6.23,7.6,0.12,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.76,5
306.27,16.35,-47.78,-67.72,27,-6.25,7.63,0.11,5,5,0,0,2,15.78,-2.15,0,0,0,0,0,11.72,5
306.29,16.37,-47.78,-67.72,27,-6.22,7.57,0.12,5,5,0,0,2,15.78,-2.15,0,0,0,0,0,11.54,5
306.32,16.4,-47.78,-67.72,27,-6.25,7.6,0.12,5,5,0,0,2,15.78,-2.06,0,0,0,0,0,11.68,5
306.34,16.42,-47.78,-67.72,27,-6.25,7.62,0.12,5,5,0,0,2,15.78,-2.06,0,0,0,0,0,11.94,5
306.37,16.45,-47.78,-67.72,27,-6.26,7.59,0.1,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.72,5
306.39,16.48,-47.78,-67.72,27,-6.24,7.55,0.1,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.72,5
306.42,16.5,-47.78,-67.72,27.01,-6.26,7.58,0.1,5,5,0,0,2,15.78,-2.15,0,0,0,0,0,11.68,5
306.44,16.53,-47.78,-67.72,27.01,-6.22,7.56,0.1,5,5,0,0,2,15.78,-2.15,0,0,0,0,0,11.9,5
306.47,16.55,-47.77,-67.72,27.01,-6.27,7.58,0.09,5,5,0,0,2,15.79,-1.64,0,0,0,0,0,11.83,5
306.49,16.58,-47.77,-67.72,27.01,-6.23,7.61,0.12,5,5,0,0,2,15.79,-1.64,0,0,0,0,0,11.72,5
306.52,16.6,-47.77,-67.72,27.01,-6.27,7.6,0.12,5,5,0,0,2,15.79,-1.39,0,0,0,0,0,11.79,5
306.54,16.63,-47.77,-67.72,27.01,-6.24,7.51,0.11,5,5,0,0,2,15.79,-1.39,0,0,0,0,0,11.72,5
306.57,16.65,-47.77,-67.72,27.02,-6.24,7.54,0.11,5,5,0,0,2,15.79,-1.81,0,0,0,0,0,11.72,5
306.59,16.68,-47.77,-67.72,27.02,-6.25,7.59,0.12,5,5,0,0,2,15.79,-1.81,0,0,0,0,0,11.76,5
306.62,16.7,-47.77,-67.72,27.02,-6.25,7.54,0.12,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.79,5
306.65,16.73,-47.77,-67.72,27.02,-6.21,7.55,0.12,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.83,5
306.67,16.76,-47.77,-67.72,27.02,-6.28,7.62,0.09,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.79,5
306.7,16.78,-47.77,-67.71,27.02,-6.26,7.58,0.11,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.61,5
306.73,16.81,-47.77,-67.71,27.02,-6.24,7.58,0.11,5,5,0,0,2,15.79,-1.64,0,0,0,0,0,11.61,5
306.75,16.83,-47.77,-67.71,27.02,-6.25,7.58,0.12,5,5,0,0,2,15.79,-1.64,0,0,0,0,0,11.9,5
306.78,16.86,-47.77,-67.71,27.02,-6.26,7.62,0.12,5,5,0,0,2,15.77,-2.06,0,0,0,0,0,11.83,5
306.8,16.89,-47.77,-67.71,27.02,-6.23,7.54,0.12,5,5,0,0,2,15.77,-2.06,0,0,0,0,0,11.79,5
306.83,16.91,-47.77,-67.71,27.02,-6.24,7.54,0.11,5,5,0,0,2,15.78,-2.4,0,0,0,0,0,11.79,5
306.86,16.94,-47.77,-67.71,27.02,-6.23,7.6,0.12,5,5,0,0,2,15.78,-2.4,0,0,0,0,0,12.01,5
306.88,16.96,-47.77,-67.71,27.02,-6.26,7.58,0.11,5,5,0,0,2,15.78,-0.63,0,0,0,0,0,11.83,5
306.91,16.99,-47.78,-67.71,27.02,-6.25,7.53,0.1,5,5,0,0,2,15.78,-0.63,0,0,0,0,0,11.65,5
306.93,17.02,-47.77,-67.72,27.03,-6.24,7.6,0.12,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.87,5
306.96,17.04,-47.77,-67.71,27.03,-6.25,7.6,0.1,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.79,5
306.98,17.07,-47.77,-67.71,27.03,-6.24,7.52,0.11,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.65,5
307.01,17.09,-47.77,-67.71,27.03,-6.21,7.53,0.11,5,5,0,0,2,15.78,-1.64,0,0,0,0,0,11.43,5
307.03,17.12,-47.77,-67.71,27.03,-6.25,7.6,0.12,5,5,0,0,2,15.78,-1.73,0,0,0,0,0,11.47,5
307.06,17.14,-47.77,-67.71,27.03,-6.24,7.55,0.1,5,5,0,0,2,15.78,-1.73,0,0,0,0,0,11.61,5
307.09,17.17,-47.77,-67.71,27.03,-6.22,7.54,0.12,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.83,5
307.11,17.2,-47.77,-67.71,27.03,-6.25,7.59,0.11,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.79,5
307.14,17.22,-47.77,-67.7,27.03,-6.23,7.6,0.11,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.83,5
307.16,17.25,-47.77,-67.7,27.03,-6.24,7.5,0.11,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.61,5
307.19,17.27,-47.77,-67.7,27.03,-6.24,7.54,0.12,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.65,5
307.22,17.3,-47.77,-67.7,27.03,-6.22,7.61,0.09,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.68,5
307.24,17.33,-47.77,-67.7,27.03,-6.21,7.55,0.1,5,5,0,0,2,15.78,-2.06,0,0,0,0,0,11.54,5
307.27,17.35,-47.77,-67.69,27.03,-6.25,7.55,0.12,5,5,0,0,2,15.78,-2.06,0,0,0,0,0,11.83,5
307.29,17.38,-47.77,-67.69,27.03,-6.27,7.61,0.1,5,5,0,0,2,15.78,-1.22,0,0,0,0,0,12.01,5
307.32,17.4,-47.77,-67.69,27.03,-6.26,7.58,0.11,5,5,0,0,2,15.78,-1.22,0,0,0,0,0,11.76,5
307.34,17.43,-47.77,-67.68,27.03,-6.23,7.49,0.11,5,5,0,0,2,15.79,-2.4,0,0,0,0,0,11.83,5
307.37,17.45,-47.77,-67.68,27.03,-6.24,7.56,0.13,5,5,0,0,2,15.79,-2.4,0,0,0,0,0,11.72,5
307.39,17.48,-47.77,-67.68,27.03,-6.23,7.53,0.12,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.76,5
307.42,17.5,-47.77,-67.67,27.02,-6.23,7.52,0.12,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.65,5
307.44,17.53,-47.77,-67.68,27.02,-6.26,7.58,0.12,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.65,5
307.47,17.55,-47.77,-67.68,27.02,-6.26,7.62,0.1,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.65,5
307.49,17.58,-47.78,-67.68,27.02,-6.24,7.52,0.1,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.76,5
307.52,17.6,-47.78,-67.68,27.02,-6.25,7.51,0.11,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.65,5
307.54,17.63,-47.78,-67.68,27.02,-6.24,7.54,0.11,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.68,5
307.57,17.65,-47.77,-67.68,27.02,-6.25,7.56,0.1,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.43,5
307.59,17.68,-47.77,-67.68,27.02,-6.27,7.6,0.1,5,5,0,0,2,15.78,-2.15,0,0,0,0,0,11.61,5
307.62,17.7,-47.77,-67.67,27.02,-6.27,7.56,0.11,5,5,0,0,2,15.78,-2.15,0,0,0,0,0,11.87,5
307.64,17.73,-47.77,-67.67,27.02,-6.24,7.53,0.12,5,5,0,0,2,15.78,-1.39,0,0,0,0,0,11.61,5
307.67,17.75,-47.77,-67.67,27.03,-6.25,7.54,0.11,5,5,0,0,2,15.78,-1.39,0,0,0,0,0,11.72,5
307.69,17.78,-47.77,-67.67,27.03,-6.26,7.55,0.1,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.76,5
307.72,17.8,-47.77,-67.67,27.03,-6.25,7.56,0.1,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.68,5
307.75,17.83,-47.77,-67.67,27.03,-6.23,7.52,0.09,5,5,0,0,2,15.78,-1.47,0,0,0,0,0,11.72,5
307.77,17.86,-47.77,-67.67,27.03,-6.25,7.57,0.11,5,5,0,0,2,15.78,-1.47,0,0,0,0,0,11.87,5
307.8,17.88,-47.77,-67.67,27.03,-6.27,7.57,0.12,5,5,0,0,2,15.78,-2.06,0,0,0,0,0,11.98,5
307.82,17.91,-47.77,-67.66,27.03,-6.26,7.53,0.1,5,5,0,0,2,15.78,-2.06,0,0,0,0,0,11.61,5
307.85,17.94,-47.77,-67.66,27.03,-6.23,7.57,0.1,5,5,0,0,2,15.77,-1.81,0,0,0,0,0,11.83,5
307.88,17.96,-47.77,-67.66,27.03,-6.26,7.59,0.11,5,5,0,0,2,15.77,-1.81,0,0,0,0,0,11.76,5
307.9,17.99,-47.77,-67.66,27.03,-6.22,7.54,0.1,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.61,5
307.93,18.01,-47.77,-67.66,27.03,-6.28,7.53,0.11,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.76,5
307.95,18.04,-47.77,-67.66,27.04,-6.24,7.57,0.12,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.79,5
307.98,18.06,-47.77,-67.65,27.03,-6.26,7.55,0.11,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.61,5
308,18.09,-47.77,-67.65,27.03,-6.21,7.57,0.11,5,5,0,0,2,15.78,-1.3,0,0,0,0,0,11.65,5
308.03,18.11,-47.77,-67.66,27.04,-6.26,7.58,0.11,5,5,0,0,2,15.78,-1.3,0,0,0,0,0,11.83,5
308.05,18.14,-47.77,-67.66,27.04,-6.23,7.52,0.11,5,5,0,0,2,15.78,-2.06,0,0,0,0,0,11.65,5
308.08,18.16,-47.77,-67.66,27.04,-6.27,7.54,0.11,5,5,0,0,2,15.78,-2.06,0,0,0,0,0,11.79,5
308.1,18.19,-47.77,-67.66,27.04,-6.25,7.58,0.1,5,5,0,0,2,15.78,-1.39,0,0,0,0,0,11.68,5
308.13,18.21,-47.77,-67.65,27.03,-6.24,7.55,0.11,5,5,0,0,2,15.78,-1.39,0,0,0,0,0,11.61,5
308.15,18.24,-47.77,-67.65,27.03,-6.23,7.5,0.11,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.68,5
308.18,18.26,-47.77,-67.65,27.03,-6.25,7.59,0.12,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.65,5
308.2,18.29,-47.77,-67.65,27.03,-6.25,7.56,0.11,5,5,0,0,2,15.77,-2.06,0,0,0,0,0,11.83,5
308.23,18.31,-47.77,-67.66,27.04,-6.24,7.51,0.11,5,5,0,0,2,15.77,-2.06,0,0,0,0,0,11.68,5
308.26,18.34,-47.77,-67.66,27.04,-6.25,7.56,0.12,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.83,5
308.28,18.36,-47.77,-67.66,27.04,-6.23,7.56,0.1,5,5,0,0,2,15.77,-1.98,0,0,0,0,0,11.76,5
308.31,18.39,-47.77,-67.65,27.04,-6.22,7.51,0.12,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.9,5
308.33,18.41,-47.77,-67.65,27.04,-6.25,7.54,0.13,5,5,0,0,2,15.78,-1.56,0,0,0,0,0,11.79,5
308.36,18.44,-47.77,-67.66,27.04,-6.25,7.59,0.12,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.68,5
308.38,18.47,-47.77,-67.65,27.04,-6.25,7.6,0.12,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.68,5
308.41,18.49,-47.77,-67.65,27.04,-6.23,7.56,0.1,5,5,0,0,2,15.79,-1.56,0,0,0,0,0,11.76,5
308.43,18.52,-47.77,-67.65,27.04,-6.25,7.55,0.11,5,5,0,0,2,15.79,-1.56,0,0,0,0,0,11.79,5
308.46,18.54,-47.77,-67.65,27.04,-6.23,7.6,0.09,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.9,5
308.49,18.57,-47.77,-67.64,27.04,-6.26,7.53,0.11,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.54,5
308.51,18.6,-47.77,-67.64,27.04,-6.24,7.55,0.11,5,5,0,0,2,15.79,-1.47,0,0,0,0,0,11.65,5
308.54,18.62,-47.77,-67.64,27.04,-6.24,7.61,0.12,5,5,0,0,2,15.79,-1.47,0,0,0,0,0,11.72,5
308.57,18.65,-47.78,-67.64,27.04,-6.23,7.52,0.09,5,5,0,0,2,15.77,-1.47,0,0,0,0,0,11.65,5
308.59,18.68,-47.78,-67.64,27.04,-6.24,7.54,0.12,5,5,0,0,2,15.77,-1.47,0,0,0,0,0,11.54,5
308.62,18.7,-47.77,-67.64,27.04,-6.25,7.56,0.11,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.76,5
308.64,18.73,-47.77,-67.64,27.04,-6.24,7.58,0.11,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.76,5
308.67,18.76,-47.77,-67.63,27.04,-6.24,7.53,0.13,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.79,5
308.7,18.78,-47.77,-67.63,27.04,-6.22,7.54,0.1,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.79,5
308.72,18.81,-47.77,-67.63,27.04,-6.27,7.59,0.11,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.72,5
308.75,18.83,-47.77,-67.63,27.05,-6.23,7.6,0.11,5,5,0,0,2,15.78,-1.81,0,0,0,0,0,11.76,5
308.78,18.86,-47.77,-67.63,27.05,-6.23,7.52,0.12,5,5,0,0,2,15.78,-1.73,0,0,0,0,0,11.61,5
308.8,18.89,-47.77,-67.62,27.04,-6.21,7.54,0.1,5,5,0,0,2,15.78,-1.73,0,0,0,0,0,11.54,5
308.83,18.91,-47.77,-67.62,27.05,-6.25,7.6,0.11,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.68,5
308.85,18.94,-47.77,-67.62,27.04,-6.24,7.59,0.12,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.76,5
308.88,18.96,-47.77,-67.62,27.04,-6.26,7.6,0.1,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.79,5
308.9,18.99,-47.77,-67.62,27.04,-6.25,7.54,0.11,5,5,0,0,2,15.78,-1.98,0,0,0,0,0,11.76,5
308.93,19.01,-47.77,-67.62,27.04,-6.22,7.54,0.1,5,5,0,0,2,15.77,-1.47,0,0,0,0,0,11.79,5
308.95,19.04,-47.78,-67.62,27.04,-6.21,7.52,0.11,5,5,0,0,2,15.77,-1.47,0,0,0,0,0,11.61,5
308.98,19.06,-47.78,-67.62,27.04,-6.26,7.6,0.11,5,5,0,0,2,15.78,-1.9,0,0,0,0,0,11.54,5